tag_name,description,time_stamp,value,quality
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN4-HRS-ACCHRS,ORCA - GEN4 HOURS ACCUMULATED HOURS,2019-04-29 19:14:36.513000,78584,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN4-KW-CURACC,ORCA - GEN4 KWH CUR ACC,2019-04-29 19:18:56.951000,4701853,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0009,ORCA - GEN4 ONLINE,2019-04-29 19:19:02.826000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM-AVG-AMPS,ORCA - G4EPM AVERAGE AMPS,2019-04-29 19:19:06.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN4--KW-GAL,GEN4 - ANALOG CALC'D KW PER GAL X.XX,2019-04-29 19:19:06.341000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-VARCTRL-G4-VARLOAD,ORCA - VAR CTRL G4 VAR LOAD,2019-04-29 19:19:06.341000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM--KVAR,ORCA - G4EPM KVAR,2019-04-29 19:19:06.341000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM--KW,ORCA - G4EPM KW,2019-04-29 19:19:06.341000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN4-PERCENT-LOAD,ORCA - GEN4 PERCENT LOAD,2019-04-29 19:19:06.341000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM-RAW-FREQ,ORCA - G4EPM RAW FREQUENCY,2019-04-29 19:19:25.122000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN4-OOS_HRS-ACCOOS_HRS,ORCA - GEN4 OOS_HRS ACCUMULATED OOS_HRS,2019-04-29 19:20:50.857000,19333,192
ACEP-WS-DWINBOX.Cordova(A).GEN4-FUEL--CURACC,GEN4 - FUEL GAL CUR ACC,2019-04-29 19:23:33.185000,3718,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM-LN-AVGVOLTS,ORCA - G4EPM LINE TO NUETRAL  AVERAGE VOLTS,2019-04-29 19:24:13.091000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM-LL-AVGVOLTS,ORCA - G4EPM LINE TO LINE  AVERAGE VOLTS,2019-04-29 19:24:14.263000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN4-FUEL-ANLG_FLOW-GPH,GEN4 - ANALOG CALC'D FUEL FLOW IN GPH X.XX,2019-04-29 19:24:28.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G4EPM-KW-DEMAND,ORCA - G4EPM KW DEMAND,2019-04-29 20:06:18.419000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-OIL-LEVEL-DAYTANK,GEN7 - OIL LEVEL DAY TANK,2019-04-30 17:58:33.201000,71,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--OOS_HRS-ACCOOS_HRS,GEN7 - HOURS ACCUMULATED HOURS,2019-04-30 18:48:08.388000,7871,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-03,ORCA - FUEL TANK1 EIGHTS,2019-05-01 22:27:56.904000,5,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-02,ORCA - FUEL TANK1 INCHES,2019-05-01 22:29:20.185000,3,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-FUEL-TANK1-LEVEL,ORCA - FUEL TANK 1 LEVEL,2019-05-01 22:29:20.201000,9.302,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-04,ORCA - FUEL TANK2 FEET,2019-05-01 22:30:19.341000,8,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-05,ORCA - FUEL TANK2 INCHES,2019-05-01 22:30:48.357000,2,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-FUEL-TANK2-LEVEL,ORCA - FUEL TANK 1 LEVEL,2019-05-01 22:31:01.638000,8.188,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-06,ORCA - FUEL TANK2 EIGHTS,2019-05-01 22:31:01.638000,2,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-11,ORCA - GEN3 FUEL METER,2019-05-01 22:31:22.216000,5194711,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-12,ORCA - GEN4 FUEL METER,2019-05-01 22:31:36.716000,9476012,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-13,ORCA - GEN5_6 FUEL METER,2019-05-01 22:31:56.029000,119798,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-07,ORCA - OIL TANK3 FEET,2019-05-01 22:33:02.466000,2,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-08,ORCA - OIL TANK3 INCHES,2019-05-01 22:33:06.122000,5,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OIL-TANK3-LEVEL,ORCA - OIL TANK 1 LEVEL,2019-05-01 22:33:08.576000,2.417,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-09,ORCA - OIL TANK3 EIGHTS,2019-05-01 22:33:08.576000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-20,ORCA - GEN7 OIL METER,2019-05-01 22:39:31.482000,5721,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-14,ORCA - GEN7 FUEL METER,2019-05-01 22:40:23.513000,1990785,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-10,ORCA - SS XFRMR KWH,2019-05-01 22:55:10.185000,99567,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-21,ORCA - CHBC SS KWH,2019-05-01 22:56:09.482000,2397,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-23,ORCA - CHBC BUNKHOUSE KWH,2019-05-01 22:56:36.060000,37838,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-15,ORCA - BOILER FUEL METER,2019-05-01 23:20:18.466000,918921,192
ACEP-WS-DWINBOX.Cordova(A).BOILER-FUEL--CURACC,BOILER - FUEL GAL CUR ACC,2019-05-02 01:25:51.779000,827029,192
ACEP-WS-DWINBOX.Cordova(A).GEN6--HRS-ACCHRS,GEN6 - HOURS ACCUMULATED HOURS,2019-05-02 01:27:22.716000,53144,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN6-KW-CURACC,ORCA - GEN6 KWH CUR ACC,2019-05-02 02:02:12.419000,31730735,192
ACEP-WS-DWINBOX.Cordova(A).GEN6--IND-0010,GEN6 - BREAKER CLOSED,2019-05-02 02:02:16.341000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG6--KVAR,ORCA - GEN 6 KVAR,2019-05-02 02:02:18.466000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN6--PERCENT-LOAD,GEN6 - PERCENT LOAD,2019-05-02 02:02:20.404000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG6-BPHS-AMPS,ORCA - GEN 6 PHASE B AMPS,2019-05-02 02:02:20.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN6--KW-GAL,GEN6 - ANALOG CALC'D KW PER GAL X.XX,2019-05-02 02:02:20.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG6--KW,ORCA - GEN 6 KW,2019-05-02 02:02:20.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG6-CPHS-AMPS,ORCA - GEN 6 PHASE C AMPS,2019-05-02 02:02:25.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG6-APHS-AMPS,ORCA - GEN 6 PHASE A AMPS,2019-05-02 02:02:31.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YCPHS-KW,ORCA - G3MTR C PHS KW Y,2019-05-02 22:22:05.185000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-VARCTRL-G3-VARLOAD,ORCA - VAR CTRL G3 VAR LOAD,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN3--KW-GAL,GEN3 - ANALOG CALC'D KW PER GAL X.XX,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-Y3PHS-KVAR,ORCA - G3MTR 3 PHS KVAR Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-Y3PHS-KW,ORCA - G3MTR 3 PHS KW Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YAPHS-AMPS,ORCA - G3MTR A PHS AMPS Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YAPHS-KVAR,ORCA - G3MTR A PHS KVAR Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YAPHS-KW,ORCA - G3MTR A PHS KW Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YBPHS-AMPS,ORCA - G3MTR B PHS AMPS Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YBPHS-KVAR,ORCA - G3MTR B PHS KVAR Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YBPHS-KW,ORCA - G3MTR B PHS KW Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YCPHS-AMPS,ORCA - G3MTR C PHS AMPS Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YCPHS-KVAR,ORCA - G3MTR C PHS KVAR Y,2019-05-02 22:22:06.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN3-FUEL--CURACC,GEN3 - FUEL GAL CUR ACC,2019-05-02 22:22:17.185000,147748,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR--YFREQ,ORCA - G3MTR FREQ Y,2019-05-02 22:22:54.529000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YAPHS-VOLTS,ORCA - G3MTR A PHS VOLTS Y,2019-05-02 22:22:56.904000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YBPHS-VOLTS,ORCA - G3MTR B PHS VOLTS Y,2019-05-02 22:22:56.904000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-G3MTR-YCPHS-VOLTS,ORCA - G3MTR C PHS VOLTS Y,2019-05-02 22:22:56.904000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN3-FUEL-ANLG_FLOW-GPH,GEN3 - ANALOG CALC'D FUEL FLOW IN GPH X.XX,2019-05-02 22:27:40.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN3-OOS_HRS-ACCOOS_HRS,ORCA - GEN3 OOS_HRS ACCUMULATED OOS_HRS,2019-05-02 22:31:35.607000,2790,192
ACEP-WS-DWINBOX.Cordova(A).BULKIN-FUEL--CURACC,BULKIN - FUEL GAL CUR ACC,2019-05-03 00:38:35.372000,26013,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-BULKIN-FLOW-GALS,ORCA -BULK FUEL FLOW GALLONS IN,2019-05-03 00:38:46.154000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD2-OOS_HRS-ACCOOS_HRS,CHBC - HYD2 OOS_HRS ACCUMULATED OOS_HRS,2019-05-06 15:20:31.622000,16368,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-AUTOFLUSH-CUR-STEP,PCFB - AUTOFLUSH CUR STEP,2019-05-07 00:02:34.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-DAM-CALCD-LEVEL_SETPT,PCFB - DAM CALCULATED LEVEL SETPT,2019-05-07 00:02:34.685000,8,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-DAM-HEAD-LEVEL,PCFB - DAM HEAD LEVEL (OUTSIDE LEVEL 1),2019-05-07 00:02:34.685000,1.7,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-GENERIC-TREND2-VALUE,PCFB - GENERIC TREND 2 VALUE,2019-05-07 00:02:34.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--IND-0002,PWRC - SS BREAKER CLOSED,2019-05-07 00:02:37.544000,True,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-H5-KWRES-SETPT,PWRC - H5 KW RESERVE SETPT,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-489H5-RTD11-TEMP,PWRC - 489H5 RTD11 TEMPERATURE,2019-05-07 00:02:37.544000,251,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-BUSPQM-AVGN-VOLTS,PWRC - BUSPQM AVG-N VOLTS,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--IND-0003,PWRC - OCR BREAKER CLOSED,2019-05-07 00:02:37.544000,True,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-HEAD-LEVEL-SETPT,PWRC - HEAD LEVEL SETPT,2019-05-07 00:02:37.544000,7.5,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-489H5-RTD12-TEMP,PWRC - 489H5 RTD12 TEMPERATURE,2019-05-07 00:02:37.544000,251,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-BUSPQM-BN-VOLTS,PWRC - BUSPQM B-N VOLTS,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--IND-0087,PWRC - LOST PRODUCTION,2019-05-07 00:02:37.544000,False,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-HYD4-OOS_HRS-ACCOOS_HRS,PWRC - HYD4 OOS_HRS ACCUMULATED OOS_HRS,2019-05-07 00:02:37.544000,35313,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--ANALOG-0001,PWRC - H4 DEFLECTOR CMD SIGNAL,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-BUSPQM-CN-VOLTS,PWRC - BUSPQM C-N VOLTS,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-HYD4-SBY_HRS-ACCSBY_HRS,PWRC - HYD4 SBY_HRS ACCUMULATED SBY_HRS,2019-05-07 00:02:37.544000,4720,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--ANALOG-0002,PWRC - H5 DEFLECTOR CMD SIGNAL,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-BUSPQM-NPHS-AMPS,PWRC - BUSPQM N PHS AMPS,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--IND-0001,PWRC - MAIN BREAKER CLOSED,2019-05-07 00:02:37.544000,True,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-BUSPQM-AN-VOLTS,PWRC - BUSPQM A-N VOLTS,2019-05-07 00:02:37.544000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-489H4-RTD11-TEMP,PWRC - 489H4 RTD11 TEMPERATURE,2019-05-07 00:02:37.544000,251,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-489H4-RTD12-TEMP,PWRC - 489H4 RTD12 TEMPERATURE,2019-05-07 00:02:37.544000,251,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-GENERIC-TREND1-VALUE,PWRC - GENERIC TREND 1 VALUE,2019-05-07 00:02:37.591000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD3-OOS_HRS-ACCOOS_HRS,CHBC - HYD3 OOS_HRS ACCUMULATED OOS_HRS,2019-05-07 19:32:45.763000,8557,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-VFD2-RUN-HOURS,PCFB - VFD2 RUN HOURS,2019-05-08 11:13:16.591000,492,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-ANALOG-HYD3-TOBTEMP,CHBC - HYD3 TOBTEMP,2019-05-08 11:34:33.279000,-148,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-300G1-3PHS-MVAR,CHBC - 300G1 3 PHS MEGAVARS,2019-05-08 14:19:06.654000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN5--HRS-ACCHRS,GEN5 - HOURS ACCUMULATED HOURS,2019-05-08 14:28:35.576000,48458,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-SECS2-STEPUP,ORCA - DLEVEL SECONDS UNTIL STEP UP,2019-05-08 14:52:52.732000,1,192
ACEP-WS-DWINBOX.Cordova(A).PCFB--IND-0015,PCFB - VALVE 1 OPEN,2019-05-08 15:17:10.310000,False,192
ACEP-WS-DWINBOX.Cordova(A).PCFB--IND-0018,PCFB - VALVE 2 OPEN,2019-05-08 15:17:12.294000,False,192
ACEP-WS-DWINBOX.Cordova(A).PCFB-VFD1-RUN-HOURS,PCFB - VFD1 RUN HOURS,2019-05-08 15:20:58.091000,491,192
ACEP-WS-DWINBOX.Cordova(A).PWRC--IND-0017,PWRC - H4 BREAKER CLOSED,2019-05-08 15:31:38.513000,True,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--HRS_ONLINE-ACCHRS_ONLINE,GEN7 - HOURS ONLINE ACCUMULATED HOURS ONLINE,2019-05-08 15:33:07.544000,11303,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-SECS2-STEPDOWN,ORCA - DLEVEL SECONDS UNITIL STEP DOWN,2019-05-08 15:47:13.669000,1,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN7-KW-CURACC,ORCA - GEN7 KWH CUR ACC,2019-05-08 15:48:12.201000,27127483,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-CPHS-AMPS,GEN7 - 489 C PHS AMPS,2019-05-08 15:48:16.497000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-BPHS-AMPS,GEN7 - 489 B PHS AMPS,2019-05-08 15:48:17.591000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-ORC_KW-GAL,GEN7 - ORC ANALOG CALC'D KW PER GAL X.XX,2019-05-08 15:48:18.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--KW-GAL,GEN7 - ANALOG CALC'D KW PER GAL X.XX,2019-05-08 15:48:18.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-ORC_PLS_KW-GAL,GEN7 - ORC PULSE CALC'D KW PER GAL X.XX,2019-05-08 15:48:18.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-PLS_KW-GAL,GEN7 - PULSE CALC'D KW PER GAL X.XX,2019-05-08 15:48:18.685000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-PERCENT--LOAD,GEN7 - PERCENT LOAD,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--AMPS,GEN7 - GEN AMPS,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-APHS-AMPS,GEN7 - 489 A PHS AMPS,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--KVAR,GEN7 - GEN KVAR,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-REACTIVE-POWER,GEN7 - 489 REACTIVE POWER KVAR,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--KW,GEN7 - GEN KW,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-REAL-POWER,GEN7 - 489 REAL POWER,2019-05-08 15:48:18.701000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--PF,GEN7 - GEN POWER FACTOR,2019-05-08 15:48:18.701000,1,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-VARCTRL-G7-VARLOAD,ORCA - VAR CTRL G7 VAR LOAD,2019-05-08 15:48:19.404000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-AB-VOLTS,GEN7 - 489 A-B VOLTS,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--FREQ,GEN7 - GEN FREQ,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-BC-VOLTS,GEN7 - 489 B-C VOLTS,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--VOLTS,GEN7 - GEN VOLTS,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-CA-VOLTS,GEN7 - 489 C-A VOLTS,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489--FREQUENCY,GEN7 - 489 FREQUENCY,2019-05-08 15:50:31.872000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--HRS-ACCHRS,GEN7 - HOURS ACCUMULATED HOURS,2019-05-08 15:51:34.622000,11649,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GENERIC-TREND1-VALUE,GEN7 - GENERIC TREND 1 VALUE,2019-05-08 15:55:18.201000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL--CURACC,GEN7 - FUEL GAL CUR ACC,2019-05-08 15:55:19.310000,11567668,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-INTAKE-AFTTRBO-AIRPSI,GEN7 - INTAKE AFTER TURBO AIR PSI,2019-05-08 15:55:22.622000,15,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GEN--RPM,GEN7 - GEN RPM,2019-05-08 15:55:31.419000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-OIL--PSI,GEN7 - OIL PSI,2019-05-08 15:55:32.529000,1,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-TRBO-OIL-PSI,GEN7 - TURBO OIL PSI,2019-05-08 15:55:32.529000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-GENERIC-TREND2-VALUE,GEN7 - GENERIC TREND 2 VALUE,2019-05-08 15:55:33.607000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-ANLG_FLOW-RETURN,GEN7 - ANALOG FUEL RETURN METER FLOW,2019-05-08 15:55:34.701000,0.2,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-ANLG_FLOW-GPH,GEN7 - ANALOG CALC'D FUEL FLOW IN GPH X.X,2019-05-08 15:55:35.810000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-PLS_FLOW-RETURN,GEN7 - PULSE FUEL RETURN METER FLOW,2019-05-08 15:55:42.404000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-PLS_FLOW-GPH,GEN7 - PULSE CALC'D FUEL FLOW IN GPH X.X,2019-05-08 15:55:43.497000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-FUEL-PLS_FLOW-SUPPLY,GEN7 - PULSE FUEL SUPPLY METER FLOW,2019-05-08 15:55:43.497000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN5-KW-CURACC,ORCA - GEN5 KWH CUR ACC,2019-05-08 15:59:45.779000,29194886,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-PLANT-KW-CURACC,ORCA - PLANT KWH CUR ACC,2019-05-08 15:59:45.779000,98132720,192
ACEP-WS-DWINBOX.Cordova(A).GEN5--IND-0010,GEN5 - BREAKER CLOSED,2019-05-08 15:59:46.388000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CORDOVA-PERCENT-HYDRO,ORCA - CORDOVA TOTAL % HYDRO,2019-05-08 15:59:46.982000,100,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-CAPACITY-ONLINE,ORCA - DLEVEL CAPACITY ONLINE,2019-05-08 15:59:46.982000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-CURRENT-RESERVE,ORCA - DLEVEL CURRENT RESERVE,2019-05-08 15:59:46.982000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-CURRENT-STEP,ORCA - DLEVEL CURRENT STEP,2019-05-08 15:59:46.982000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DLEVEL-TOTAL-LOAD,ORCA - DLEVEL TOTAL LOAD,2019-05-08 15:59:46.982000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-DSL-TOTAL-LOAD,ORCA - DIESEL TOTAL LOAD,2019-05-08 15:59:46.982000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG5--KW,ORCA - GEN 5 KW,2019-05-08 15:59:48.169000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN5--KW-GAL,GEN5 - ANALOG CALC'D KW PER GAL X.XX,2019-05-08 15:59:48.169000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN5--PERCENT-LOAD,GEN5 - PERCENT LOAD,2019-05-08 15:59:48.372000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG5-CPHS-AMPS,ORCA - GEN 5 PHASE C AMPS,2019-05-08 15:59:50.560000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG5--KVAR,ORCA - GEN 5 KVAR,2019-05-08 15:59:51.732000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG5-APHS-AMPS,ORCA - GEN 5 A PHASE AMPS,2019-05-08 15:59:56.497000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-CATCCMG5-BPHS-AMPS,ORCA - GEN 5 PHASE B AMPS,2019-05-08 16:00:01.279000,0,192
ACEP-WS-DWINBOX.Cordova(A).PWRC-H4-KWRES-SETPT,PWRC - H4 KW RESERVE SETPT,2019-05-08 16:00:21.482000,400,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0021,ORCA - DEMAND CONTROL ENABLED,2019-05-08 16:00:39.435000,True,192
ACEP-WS-DWINBOX.Cordova(A).GEN5-FUEL--CURACC,GEN5 - FUEL GAL CUR ACC,2019-05-08 16:04:04.607000,89942,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-300G2-3PHS-MVAR,CHBC - 300G2 3 PHS MEGAVARS,2019-05-08 22:00:28.013000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD1-SBY_HRS-ACCSBY_HRS,CHBC - HYD1 SBY_HRS ACCUMULATED SBY_HRS,2019-05-09 00:08:35.451000,19336,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-OBMYR-GATE-PCTRAISED,CHFB - OBERMEYER GATE %RAISED SETPT,2019-05-09 00:30:27.122000,90,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-CRANK-CASE-PSI,GEN7 - CRANK CASE PSI,2019-05-09 00:49:16.810000,-1,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD3-SBY_HRS-ACCSBY_HRS,CHBC - HYD3 SBY_HRS ACCUMULATED SBY_HRS,2019-05-09 00:50:09.341000,15770,192
