tag_name,description,time_stamp,value,quality
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-19,ORCA - GEN6 OIL METER,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-31,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-22,ORCA - CHBC SS DEMAND,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-32,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-24,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-33,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-25,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-34,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-26,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-35,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-36,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-37,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-38,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-39,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-OPERATOR-ENTRY-40,ORCA - ,2019-04-19 17:29:48.326000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-10-ACCHRS,ORCA - AIRPERMIT 10 ACCUMULATED HOURS,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-INT_SLC-GATE-PCTOPEN,CHFB - INTERIOR SLUICE GATE %OPEN SETPT,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--ALM-0300,ORCA - FRONT MAN DOOR OPEN,2019-04-19 17:29:48.342000,False,192
ACEP-WS-DWINBOX.Cordova(A).GEN6-GENERIC-TREND2-VALUE,GEN6 - GENERIC TREND 2 VALUE,2019-04-19 17:29:48.342000,46,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-11-ACCHRS,ORCA - AIRPERMIT 11 ACCUMULATED HOURS,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-INTAKE-GATE-PCTOPEN,CHFB - PENSTOCK GATE %OPEN SETPT,2019-04-19 17:29:48.342000,100,192
ACEP-WS-DWINBOX.Cordova(A).GEN7--ALM-0301,GEN7 - SIDE DOOR OPEN,2019-04-19 17:29:48.342000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-12-ACCHRS,ORCA - AIRPERMIT 12 ACCUMULATED HOURS,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-OBMYR-GATE-DBAND,CHFB - OBERMEYER GATE DEADBAND SETPT,2019-04-19 17:29:48.342000,2,192
ACEP-WS-DWINBOX.Cordova(A).CHFB--ANALOG-0004,CHFB - INTERIOR SLUICE GATE POSITION,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-13-ACCHRS,ORCA - AIRPERMIT 13 ACCUMULATED HOURS,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB--ANALOG-0006,CHFB - PENSTOCK GATE POSITION,2019-04-19 17:29:48.342000,99,192
ACEP-WS-DWINBOX.Cordova(A).CHFB--FAN-PCTSPD,CHFB - TUNNEL FAN %SPEED SETPT,2019-04-19 17:29:48.342000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-MIN_SNCE-MIDNT,GEN7 - ORC 700G 001MIN SINCE MIDNIGHT,2019-04-19 17:29:48.358000,1023,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-BAC-VFD-CNTR,GEN7 - BAC VFD MILLISECOND COUNTER,2019-04-19 17:29:48.358000,15947,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-GENERIC-TREND1-VALUE,CHFB - GENERIC TREND 1 VALUE,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AUXEPM-RAW-FREQ,ORCA - AUX FEEDER EPM RAW FREQUENCY,2019-04-19 17:29:48.358000,60,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-X3PHS-KVAR,GEN7 - ORC 700G 3 PHS KVAR X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-BAC-VFD-FREQ,GEN7 - BAC VFD FREQUENCY X.XX,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB-GENERIC-TREND2-VALUE,CHFB - GENERIC TREND 2 VALUE,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-X3PHS-KW,GEN7 - ORC 700G 3 PHS KW X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-BAC-VFD-PCTSPD,GEN7 - BAC VFD PERCENT SPEED X.XX,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHFB--IND-0001,CHFB - PLC OVERRIDE ACTIVE,2019-04-19 17:29:48.358000,False,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XAPHS-AMPS,GEN7 - ORC 700G A PHS AMPS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XBPHS-KVAR,GEN7 - ORC 700G B PHS KVAR X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YCPHS-KW,GEN7 - ORC 700G C PHS KW Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XAPHS-KVAR,GEN7 - ORC 700G A PHS KVAR X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XBPHS-KW,GEN7 - ORC 700G3 B PHS KW X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YCPHS-VOLTS,GEN7 - ORC 700G C PHS VOLTS Y,2019-04-19 17:29:48.358000,0.28,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XAPHS-KW,GEN7 - ORC 700G A PHS KW X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XBPHS-VOLTS,GEN7 - ORC 700G B PHS VOLTS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G--YFREQ,GEN7 - ORC 700G FREQ Y,2019-04-19 17:29:48.358000,60.08,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XAPHS-VOLTS,GEN7 - ORC 700G A PHS VOLTS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XCPHS-AMPS,GEN7 - ORC 700G C PHS AMPS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-CLOCK-SECONDS,GEN7 - ORC CLOCK SECONDS,2019-04-19 17:29:48.358000,30,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XBPHS-AMPS,GEN7 - ORC 700G B PHS AMPS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XCPHS-KVAR,GEN7 - ORC 700G C PHS KVAR X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-COND_TEMP-IN,GEN7 - ORC COND_TEMP IN,2019-04-19 17:29:48.358000,67,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-TURBINE-HOURS,GEN7 - ORC TURBINE HOURS,2019-04-19 17:29:48.358000,381.9,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XCPHS-KW,GEN7 - ORC 700G C PHS KW X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-COND_TEMP-OUT,GEN7 - ORC COND_TEMP OUT,2019-04-19 17:29:48.358000,69.7,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-XCPHS-VOLTS,GEN7 - ORC 700G C PHS VOLTS X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-COND-PSI,GEN7 - ORC COND PSI,2019-04-19 17:29:48.358000,13.4,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G--XFREQ,GEN7 - ORC 700G FREQ X ,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-EVAP_FCV-PCTOPN,GEN7 - ORC EVAP_FCV %OPEN X.X,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-Y3PHS-KVAR,GEN7 - ORC 700G 3 PHS KVAR Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-EVAP_TEMP-IN,GEN7 - ORC EVAP_TEMP IN,2019-04-19 17:29:48.358000,77,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-Y3PHS-KW,GEN7 - ORC 700G 3 PHS KW Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-EVAP_TEMP-OUT,GEN7 - ORC EVAP_TEMP OUT,2019-04-19 17:29:48.358000,77,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YAPHS-AMPS,GEN7 - ORC 700G A PHS AMPS Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-GROSS-KW,GEN7 - ORC GROSS KW,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YAPHS-KVAR,GEN7 - ORC 700G A PHS KVAR Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-NET-KW,GEN7 - ORC NET KW,2019-04-19 17:29:48.358000,1,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YAPHS-KW,GEN7 - ORC 700G A PHS KW Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-SYSTEM-STATUS,GEN7 - ORC SYSTEM STATUS,2019-04-19 17:29:48.358000,5,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YAPHS-VOLTS,GEN7 - ORC 700G A PHS VOLTS Y,2019-04-19 17:29:48.358000,0.28,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YBPHS-AMPS,GEN7 - ORC 700G B PHS AMPS Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YBPHS-KVAR,GEN7 - ORC 700G B PHS KVAR Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YBPHS-KW,GEN7 - ORC 700G B PHS KW Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YBPHS-VOLTS,GEN7 - ORC 700G B PHS VOLTS Y,2019-04-19 17:29:48.358000,0.28,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YCPHS-AMPS,GEN7 - ORC 700G C PHS AMPS Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC_700G-YCPHS-KVAR,GEN7 - ORC 700G C PHS KVAR Y,2019-04-19 17:29:48.358000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-300G3-3PHS-MVAR,CHBC - 300G3 3 PHS MEGAVARS,2019-04-19 17:29:48.389000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-VARCTRL-VOLTAGE-HILIMIT,ORCA - VAR CTRL EYAK VOLTAGE HI LIMIT,2019-04-19 17:29:48.389000,7340,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-VARCTRL-VOLTAGE-LOLIMIT,ORCA - VAR CTRL EYAK VOLTAGE LO LIMIT,2019-04-19 17:29:48.389000,7290,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD2-HOTTEST-GWNUM,CHBC - HYD2 HOTTEST GEN WINDING NUM,2019-04-19 17:29:48.404000,4,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-EXPEPM-RAW-FREQ,ORCA - EXPRESS FEEDER EPM RAW RAW FREQUENCY,2019-04-19 17:29:48.404000,60,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-ANALOG-EGENDAYTNK-LEVEL,CHBC - EGENDAYTNK LEVEL,2019-04-19 17:29:48.404000,0,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-ANALOG-SPARE-009,CHBC - ANALOG 009,2019-04-19 17:29:48.404000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-SSEPM-RAW-FREQ,ORCA - STATION SERVICE FEEDER EPM RAW FREQUENCY,2019-04-19 17:29:48.404000,60,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0037,ORCA - AIRQUAL PERMIT VIOLATION 3_5_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GENERIC-TREND2-VALUE,ORCA - GENERIC TREND 2 VALUE,2019-04-19 17:29:48.436000,700,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0038,ORCA - AIRQUAL PERMIT VIOLATION 3_5_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0006,ORCA - EXPRESS FEEDER BREAKER CLOSED,2019-04-19 17:29:48.436000,True,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0039,ORCA - AIRQUAL PERMIT VIOLATION 3_4_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0007,ORCA - AUX BREAKER CLOSED,2019-04-19 17:29:48.436000,True,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0040,ORCA - AIRQUAL PERMIT VIOLATION 3_4_6,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0018,ORCA - VAR CONTROL ENABLED,2019-04-19 17:29:48.436000,True,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0041,ORCA - AIRQUAL PERMIT VIOLATION 3_4_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0020,ORCA - TRANSFER TO DIESEL IN PROGRESS,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0042,ORCA - AIRQUAL PERMIT VIOLATION 3_4_5,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0033,ORCA - AIRQUAL PERMIT VIOLATION 4_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0043,ORCA - AIRQUAL PERMIT VIOLATION 3_4_5_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0034,ORCA - AIRQUAL PERMIT VIOLATION 4_5_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0044,ORCA - AIRQUAL PERMIT VIOLATION 3_4_5_6,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0035,ORCA - AIRQUAL PERMIT VIOLATION 4_5_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0045,ORCA - AIRQUAL PERMIT VIOLATION 3_4_5_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0036,ORCA - AIRQUAL PERMIT VIOLATION 3_6_7,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0046,ORCA - ,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0047,ORCA - ,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0048,ORCA - ,2019-04-19 17:29:48.436000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-07-ACCHRS,ORCA - AIRPERMIT 07 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-04-ACCHRS,ORCA - AIRPERMIT 04 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,1,192
ACEP-WS-DWINBOX.Cordova(A).CHBC-HYD1-OOS_HRS-ACCOOS_HRS,CHBC - HYD1 OOS_HRS ACCUMULATED OOS_HRS,2019-04-19 17:29:48.483000,26871,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-08-ACCHRS,ORCA - AIRPERMIT 08 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-05-ACCHRS,ORCA - AIRPERMIT 05 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-09-ACCHRS,ORCA - AIRPERMIT 09 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,0,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-AIRPERMIT-06-ACCHRS,ORCA - AIRPERMIT 06 ACCUMULATED HOURS,2019-04-19 17:29:48.483000,1,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-RTD9-TEMP,GEN7 - 489 RTD9 TEMPERATURE,2019-04-19 17:29:49.029000,251,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-RTD10-TEMP,GEN7 - 489 RTD10 TEMPERATURE,2019-04-19 17:29:49.029000,251,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-RTD11-TEMP,GEN7 - 489 RTD11 TEMPERATURE,2019-04-19 17:29:49.029000,251,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-489-RTD12-TEMP,GEN7 - 489 RTD12 TEMPERATURE,2019-04-19 17:29:49.029000,251,192
ACEP-WS-DWINBOX.Cordova(A).GEN7-ORC-EVAP-PSI,GEN7 - ORC EVAP PSI,2019-04-19 17:29:49.061000,13.8,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN3-HRS-ACCHRS,ORCA - GEN3 HOURS ACCUMULATED HOURS,2019-04-29 18:44:58.591000,122918,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN3-KW-CURACC,ORCA - GEN3 KWH CUR ACC,2019-04-29 19:09:02.091000,5325886,192
ACEP-WS-DWINBOX.Cordova(A).ORCA--IND-0008,ORCA - GEN3 ONLINE,2019-04-29 19:09:11.451000,False,192
ACEP-WS-DWINBOX.Cordova(A).ORCA-GEN3-PERCENT-LOAD,ORCA - GEN3 PERCENT LOAD,2019-04-29 19:09:12.638000,0,192
